"","req","item_req","texto_req","grupo_mercadoria","nm","valor_estimado","oportunidade","item_oportunidade"
"731","0031445429",10,"Anodo titânio 491x17mm","31120000B","000000000012275280",71545.25,"7003788340",1
"732","0029772007",10,"Capacitor potência 1F 50kVAr 13,8kV","39121014B","000000000011256255",13223.6,"7003685594",1
"733","0031013656",10,"Barreira seg intr 4canais","39121018","000000000011487303",4589.07,"7003685594",6
"734","0029600098",10,"Detector chama p/sist.incênd UV LON/SLC","46191504","000000000011279480",24841.02,"7003680826",2
"735","0030520369",10,"Medidor pto.orvalho 0a50ºC","41112304","000000000012066720",317731.8,"7003685346",1
"736","0031334297",10,"Junta giratória para tubos DN2""","40142300I","000000000011662669",14852.55,"7003688284",3
"737","0031541618",10,"Regulador pressão 0a125psi","40142201","000000000012186462",2035,"7003691919",8
"738","0030283139",10,"Chave d/part. suave 220-575V 300cv 312A","39121521","000000000010814244",14048.1,"7003390228",1
"739","0030311363",10,"Mangueira esp. p/Turret da plataf.P35","20141700B","000000000010739227",306575.74,NA,0
"740","0030311367",10,"Mangueira esp. p/Turret","20141700B","000000000010739270",310190.29,NA,0
"741","0030433698",10,"Conexão I DN150mm p/duto flex","39121205B","000000000011068966",18843.55,NA,0
"742","4003013914",10,"Analis.umidade -110a20ºC","41112304","000000000011509138",50477.66,"7003603483",2
"743","0030433231",10,"Acelerômetro 0-1000g pk","41113639","000000000010270444",102844.59,"7003434890",5
"744","0029717515",10,"Conv.freq. 3F 0 -300Hz 380-480V 477A","39121007","000000000012014045",30388.14,"7003440991",2
"745","0029983448",10,"Vv.controle esfera NPS 6","40141609","000000000011514214",43455.15,"7003440342",5
"746","0029652113",10,"Detector CO 0-5%Vol 18a32Vcc","41113117","000000000012484796",6000,"7003441356",1
"747","0030487324",10,"Atuador hidráulico rotativo 126760Nm","31251503","000000000011191664",123539.75,"7003441575",4
"748","0029714956",10,"Tomada ind. 4p(3p+T) 480-500Vca 32A","39121406A","000000000010639219",10012.45,NA,0
"749","0029116803",10,"Disjuntor 3P extraív gás 17,5kV 2500A","39121602","000000000012414926",79863.3,NA,0
"750","0030357830",10,"Disjuntor miniatura 3P 10A 480Vca Ex de","39121603","000000000012591140",16643.13,NA,0
"751","0030386837",10,"Chave segurança alav. rold 120V 3A","39122213","000000000012481387",1080,"7003430460",2
"752","0031365328",10,"Lumin. LED 41W 220Vca/cc Ex ec","39111501A","000000000011952520",768.06,"7003598895",18
"753","0030596279",10,"Vv.controle on-off esfera NPS 18","40141609","000000000011209656",75563.64,"7003597190",3
"754","0030999522",10,"Vv.controle esfera NPS 12","40141609","000000000012659202",25000,"7003597190",5
"755","0031338065",10,"Transm.nível radioativo 0a13500mm 70x140","41111938","000000000011815360",96637.01,"7003597218",11
"756","0030701270",10,"Transm.pressão dif. 0a250""H2O","41112410","000000000012581886",20428.01,"7003441600",1
"757","0030701270",20,"Transm.pressão dif. 0a250""H2O","41112410","000000000012581886",6890.62,NA,0
"758","0029657145",10,"Lumin. LED 40W 100-240Vca/108-250Vcc Ex","39111501A","000000000011981015",1298.7,NA,0
"759","0029657145",20,"Lumin. LED 40W 100-240Vca/108-250Vcc Ex","39111501A","000000000011981015",1693.12,NA,0
"760","0030674917",10,"Lumin. LED 40W 100-240Vca/108-250Vcc Ex","39111501A","000000000011981015",1693.12,NA,0
"761","0030798067",10,"Lumin. LED 74W 100-240Vca/108-250Vcc Ex","39111501A","000000000012452275",1169.47,"7003447118",12
"762","0030452073",10,"Transm.nível radar 0a28,76m","41111938","000000000010698404",72007.3,NA,0
"763","0030455749",10,"Transm.nível displacer 0a27m","41111938","000000000010889854",121619.06,NA,0
"764","0031148638",10,"Módulo espec. p/CLP Allen Bradley","32151703","000000000011047950",17303.67,"7003599499",5
"765","0031303173",10,"Cartão espec. p/CLP ICS Triplex","32151703","000000000011412891",28707.2,"7003599499",10
"766","0030134669",10,"Válvula hidráulica Bloqueio","40141608","000000000012246713",6984.98,"7003600196",2
"767","0031222016",10,"Válvula hidráulica Direcional","40141608","000000000010710084",1170.67,NA,0
"768","0030813294",10,"Válv. controle, borboleta, DN 16"" 150 FR","40141609","000000000012626898",32138,"7003597509",8
"769","0029231418",10,"Anodo alum. 127x660mm","31120000B","000000000011268052",1331,"7003429329",1
"770","0029659329",10,"Válvula macho n/lub 8"" 900 A216-WCB","40141626","000000000011110479",311095.81,"7003430552",1
"771","0030654256",10,"Válv.esf. F/S 6"" 300# FR A995-4A","40141607","000000000012619774",50000,"7003429687",11
"772","0030858530",10,"Vidro espec. p/visor nível Sfay","41112407C","000000000010190242",140.1,NA,0
"773","0030177246",10,"Válv.esf. F/S 16"" 600# FJA CF8M","40141607","000000000012455907",177506.48,"7003694636",2
"774","0031448964",10,"Válv.esf. compl. 3"" 3000# 5B-LP 6A-60K N","40141607","000000000012230248",5261.51,"7003694636",11
"775","0030911426",10,"Válvula seg/alív. 1/2x 1/2"" RO-F AISI-31","40141606","000000000011087320",3400.57,NA,0
"776","0031306449",10,"Válv. controle, globo, DN 8"" 150 FR","40141609","000000000012622618",185212.93,"7003606973",5
"777","0031230029",10,"Tubo tr.térm. A214 c/c 0.750 x 0.083""","40101800A","000000000010119399",172.15,NA,0
"778","0029237687",10,"Posicionador eletropneum. 0a3"" 3/8a3""","40141600E","000000000011605372",31669.69,"7003432644",2
"779","0029943159",10,"Transm.vazão ultrasôn. 0a500m3/h","41112516","000000000012558037",54176.17,"7003432649",7
"780","0030702054",10,"Transm.vazão mássico 2,2a4Nm3/h","41112516","000000000012623344",20000,"7003432649",15
"781","4003001705",10,"Gg motor diesel gerador 1Ø 6,5kVA","26111600C","000000000012589419",5669.1,NA,0
"782","4002993846",10,"Calib.pressão digital 0a30psi","41112400I","000000000012472880",49371,"7003407135",5
"783","4002993846",20,"Calib.pressão digital 0a150psi","41112400I","000000000012473197",49371,"7003407135",6
"784","4002993846",30,"Calib.pressão digital 0a300psi","41112400I","000000000012142964",50000,"7003407135",7
"785","0030299211",10,"Válvula macho n/lub 4"" AC ASTM A216-WCC","40141626","000000000011083529",135006.05,NA,0
"786","0030647157",10,"Válv. controle esfera DN 2"" 600 FJA","40141609","000000000012493930",20177.79,"7003792390",2
"787","0030647509",10,"Válv. controle esfera DN 2"" 600 FJA","40141609","000000000012493930",60000,NA,0
"788","0030447927",10,"Comp.vazão mássico configurável","41112512","000000000011223012",73717.94,NA,0
"789","0030447927",20,"Comp.vazão mássico configurável","41112512","000000000011223012",85331.19,"7003676272",4
"790","0030735317",10,"Tubo tr.térm. A213-316L s/c 0.750 x 0.06","40101800A","000000000011167409",442.23,NA,0
"791","0029607813",10,"Sensor vaz.eletmag. flg.4""150FR 150m3/h","41111931","000000000011217382",10386.91,"7003703198",1
"792","0031264659",10,"Transm.vazão eletromag. 0,3a12m/s","41112516","000000000011839061",417477.23,"7003703198",4
"793","0031422919",10,"Tubo inox A312-317L c/c 4""x0.237"" Sch40S","40142117","000000000010396599",6487.12,"7003700516",3
"794","0031130023",10,"Transdutor I/P 4a20mA 1/2""NPT","41112107","000000000010211412",5513.06,"7003701284",1
"795","0029949599",10,"Atuador pneum. linear curso 3/4""","31251504","000000000012056275",17489.04,"7003585669",3
"796","0028687078",10,"Detector chama p/forno/cald. IR/UV 4-20m","46191504","000000000011543849",43305.14,"7003378769",1
"797","0029239410",10,"Detector chama p/sist.incênd IR/UV RS-48","46191504","000000000011311656",20908.66,"7003378769",4
"798","0031316098",10,"Tubo sanf pas.norm AISI304 3/4""x 15000mm","40142006A","000000000011012512",525.77,"7003605583",4
"799","0030797380",10,"Tubo torque p/transm.nível Masoneilan","41111938A","000000000010194184",44074.86,"7003613182",4
"800","0031321745",10,"Projetor ilum. 60W 8160 lm 6000 K IP66 E","39111704","000000000012714329",1119,"7003637344",3
"801","0028555481",10,"Transm.pressão dif. -250a250kPa","41112410","000000000011518445",4827.69,NA,0
"802","0029480904",10,"Transm.pressão dif. 0,5a10kPa","41112410","000000000011831654",6748.89,NA,0
"803","0029617265",10,"Transm.pressão dif. -2500a2500kPa","41112410","000000000012143038",11495.79,NA,0
"804","0030090763",10,"Transm.pressão man. -14,2a300psi","41112410","000000000011112786",4000.61,NA,0
"805","0030342953",10,"Transm.pressão man. 0,05a10MPa","41112410","000000000011512491",8328.17,NA,0
"806","0030646168",10,"Tubo tr.térm. A179 s/c 0.750 x 0.083""","40101800A","000000000010389656",281.68,"7003593123",1
"807","0031091472",10,"Flg cego-teste FJA BX 7 1/16""","40142400B","000000000012406764",4388,"7003593125",1
"808","0031236348",10,"Válv. borb. waf. 28"" 150# A536-65-45-12","40141620","000000000012010070",29521.74,"7003594850",8
"809","0031039834",10,"Manifold instr. 5vv./1eq. UNS N10276","40141600H","000000000011136271",4910.93,"7003596739",2
"810","0030210627",10,"Válv.esf. F/S 10"" 2500# FJA WCB+inconel","40141607","000000000012191377",623156.08,NA,0
"811","0030568026",10,"Vv.controle esfera NPS 4 Cv152","40141609","000000000012488599",80000,NA,0
"812","0030793579",10,"Transm.vazão eletromag. 0a1200m3/h","41112516","000000000011221799",150625.97,NA,0
"813","0028879095",10,"Vv.controle on-off esfera NPS 8","40141609","000000000012238403",158766.83,NA,0
"814","0028879095",20,"Vv.controle on-off esfera NPS 8","40141609","000000000012238403",193555.08,NA,0
"815","0030921683",10,"Válvula esfera 1"" x 1/2"" fêmea NPT A479-","40141602","000000000011803704",100,NA,0
"816","0031227710",10,"Válvula de controle tipo: esfera diâmetr","40141609","000000000012714337",1e+05,"7003593588",17
"817","0030307017",10,"Processador p/CLP Allen Bradley","32151703","000000000012419764",1e+05,"7003537567",1
"818","0030307017",20,"Processador p/CLP Allen Bradley","32151703","000000000012419764",31853.25,NA,0
"819","0030289186",10,"Disj. cx moldada 3P 1250A 1kV 85kA","39121616","000000000012569805",71298.61,NA,0
"820","0030555690",10,"Disjuntor aberto 3P 480V/60Hz 800A","39121601C","000000000010879860",0.01,NA,0
"821","0029847514",10,"Vv.controle on-off borb. NPS 24","40141609","000000000012541902",57250,NA,0
"822","0029847514",20,"Vv.controle on-off borb. NPS 24","40141609","000000000012541902",57250,"7003406304",1
"823","4002867268",10,"Nikon Reference QOT-160518-MU3XI-01","41111920",NA,146776.99,"7002191557",1
"824","4002867268",20,"Máq.med.coordenadas diâm. 25mm 0,5mm","41111920","000000000012484971",146776.99,NA,0
"825","4003015098",10,"Global de Tubos e Conexões (SSE)","40142115",NA,1,NA,0
"826","4003015098",20,"Global de Tubos e Conexões (NE)","40142115",NA,1,NA,0
"827","4003015098",30,"Global de Tubos e Conexões (SSE)","40142318C",NA,1,NA,0
"828","4003015098",40,"Global de Tubos e Conexões (SSE)","40142409C",NA,1,"7003543891",1
"829","4003015098",50,"Global de Tubos e Conexões (SSE)","40142307A",NA,1,"7003543891",2
"830","4003015098",60,"Global de Tubos e Conexões (SSE)","40142315C",NA,1,"7003543891",3
"831","4003015098",70,"Global de Tubos e Conexões (SSE)","40142115",NA,1,"7003543891",4
"832","4003015098",80,"Global de Tubos e Conexões (NE)","40142315C",NA,1,NA,0
"833","4003015098",90,"Global de Tubos e Conexões (NE)","40142412C",NA,1,"7003543891",5
"834","4003015098",100,"Global de Tubos e Conexões (NE)","40142307A",NA,1,"7003543891",6
"835","4003015098",110,"Global de Tubos e Conexões (NE)","40142309C",NA,1,"7003543891",7
"836","4003015098",120,"Global de Tubos e Conexões (NE)","40142115",NA,1,"7003543891",8
"837","0030547315",10,"Tubo tr.térm. A268-410 s/c 1.500 x 0.134","40101800A","000000000012602294",800,NA,0
"838","0030428932",10,"Válvula hidráulica Direcional","40141608","000000000011743905",24578.2,"7003380480",18
"839","0029855635",10,"Tubo tr.térm. A179 s/c 0.750 x 0.109""","40101800A","000000000010344958",65.82,NA,0
"840","0029855635",20,"Tubo tr.térm. A179 s/c 0.750 x 0.109""","40101800A","000000000010344958",62.38,NA,0
"841","0029203451",10,"TC seco janela 3000 - 1-1-1A 3000:1-1-1","39121032","000000000012200780",12500,"7003410178",2
"842","0027625138",10,"Válvula gav. 10"" 900# FJA WC6","40141613","000000000010619238",54457.07,NA,0
"843","0030859745",10,"Válvula gav. 12"" 300# FR WCB","40141613","000000000011060748",25961.35,"7003536064",9
"844","0030537830",10,"Bucha específica 8""x10""","40141627","000000000012563795",22829.47,NA,0
"845","0030925768",10,"Válv.esf. F/S 14"" 300# FR A105/A216WCB","40141607","000000000011497458",80239.32,"7003592741",7
"846","0031138957",10,"Válv.esf. F/S 10"" 1500# FJA A105/A216WCB","40141607","000000000011914696",107022.95,"7003592741",10
"847","0031199957",10,"Válv.esf. conv. 10"" 600# FJA LCB","40141607","000000000010976838",56374.88,"7003592741",11
"848","0031353410",10,"Tubo inox A312-304 c/c 3/4""x0.113"" Sch40","40142117","000000000010000530",224.39,"7003667437",5
"849","0031384081",10,"Tubo inox A312-317L s/c 12""x0.375"" Sch40","40142117","000000000010377189",9671.42,"7003667437",6
"850","0031451583",10,"Tubo inox A312-310S s/c 3""x0.216"" Sch40S","40142117","000000000010036703",4889.58,"7003667437",10
"851","0031330941",10,"Vv.controle globo NPS 6 Cv61,07","40141609","000000000010993495",104166.26,"7003667439",13
"852","0030680153",10,"Cartão espec. p/CLP Allen Bradley","32151703","000000000010911227",8444.23,"7003794112",1
"853","0027352763",10,"Atuador pneum. linear curso 60mm","31251504","000000000011374956",15947.73,"7003414308",1
"854","0027352763",20,"Atuador pneum. linear curso 60mm","31251504","000000000011374956",18498.78,"7003687677",1
"855","0029610584",10,"Conv.freq. 3F 0 -60Hz 480V 250A","39121007","000000000010852619",51199.81,"7003411700",2
"856","0030224896",10,"Conv.freq. 1F 6 -50Hz 200-240V 3,5A","39121007","000000000012578863",1036.58,NA,0
"857","0030131096",10,"TERMOPAR","41112206","000000000012575819",12000,"7003412506",1
"858","0027965018",10,"Barreira seg intr 2canais 19a24Vcc","39121018","000000000012382049",10000,NA,0
"859","0027965018",20,"Barreira seg intr 2canais 19a24Vcc","39121018","000000000012382049",10000,"7003097692",1
"860","0027965018",30,"Barreira seg intr 2canais 19a24Vcc","39121018","000000000012382049",10000,"7003412535",1
"861","0030469875",10,"Válv. solenóide RO 1/4""NPT-M 3vias","40141605","000000000010793593",4964.75,"7003412541",5
"862","0029427557",10,"Monitor veloc.ar","41114401","000000000011544958",4936.67,NA,0
"863","0029427557",20,"Monitor veloc.ar","41114401","000000000011544958",3696.14,"7003414146",1
"864","0031547252",10,"Bateria acumuladores ácida 216V 1500Ah","26111700A","000000000011967264",634377.88,"7003679887",2
"865","0030802745",10,"Motor el. 3F 4p 30kW 440V Ex nA","26101114","000000000012629824",50000,"7003667644",2
"866","0031030120",10,"Motor el. 3F 6p 22kW 440V","26101114","000000000011817029",58284.64,"7003799091",1
"867","0031414649",10,"Tubo AL A335-P5 s/c B36.10 6""x0.432"" XS","40142105","000000000010000617",4018.34,"7003665321",1
"868","0031388973",10,"Tubo tr.térm. A268-410 s/c 1.500 x 0.109","40101800A","000000000012166937",820.35,"7003669689",2
"869","0029583336",10,"Válv. solenóide RO 1""NPT 2/2vias","40141605","000000000011817968",38321.81,"7003543467",3
"870","0030228740",10,"Válv. solenóide RO 1/2""NPT-F 3/2 vias","40141605","000000000012080854",8981.3,"7003543467",5
"871","0030625753",10,"Motor el. 3F 2p 110kW 440V Ex nC","26101114","000000000012417446",1e+05,"7003543659",3
"872","0030683290",10,"Manifold instr. 5vv./1eq. UNS N10276","40141600H","000000000011136271",6203.51,"7003542891",1
"873","0030685495",10,"Manifold instr. 5vv./1eq. AI S32760","40141600H","000000000012595505",20000,"7003542891",2
"874","0030831168",10,"Manifold instr. 5vv./1eq. AI 316","40141600H","000000000011678470",357010.53,"7003542891",4
"875","0030204978",10,"Válvula hidráulica Direcional","40141608","000000000010510950",33179.9,"7003380480",8
"876","4003019328",10,"Luminária port. pneum. 250W 24Vca Ex s z","39111518","000000000010612965",14470.47,"7003680452",7
"877","4003013040",10,"Transm.vazão mássico 0a60kg/h","41112516","000000000012513966",83900,NA,0
"878","4002956817",10,"Válvula pressão/vácuo p/tanque 12""","40141627","000000000011774153",13498.24,NA,0
"879","4002956817",20,"Válvula pressão/vácuo p/tanque 10""","40141627","000000000011774154",11644.11,"7003552073",8
"880","0030365884",20,"Transm.nível radar configurável","41111938","000000000012354767",25307,"7003381477",1
"881","0028996477",10,"Transm.nível radioativo 0a60""","41111938","000000000012146563",90703.46,NA,0
"882","0031557302",10,"Posicionador pneum. 0a8,5""","40141600E","000000000012103499",199678.34,"7003676455",5
"883","0030284274",10,"Transm.nível capac. 0,25a6m","41111938","000000000012518016",23755.89,NA,0
"884","0030284274",20,"Transm.nível capac. 0,25a6m","41111938","000000000012518016",29322.55,"7003679728",2
